2013-04-05 1
2013-04-12 1
2013-06-03 12403
2013-06-03 12405
2013-06-03 12406
2013-06-03 12407
2013-06-04 12406
2013-06-04 12407
2013-06-04 12996
2013-06-04 13008
2013-06-04 13134
2013-06-04 13135
2013-06-05 12415
2013-06-05 12995
2013-06-05 12996
2013-06-05 13008
2013-06-05 13009
2013-06-05 13135
2013-06-06 12995
2013-06-06 13008
2013-06-07 12995
2013-06-07 12997
2013-06-08 12997
2013-06-09 12997
2013-06-10 12997
2013-06-10 13010
2013-06-10 13014
2013-06-10 13027
2013-06-11 13014
2013-06-11 13016
2013-06-11 13027
2013-06-11 13030
2013-06-12 13014
2013-06-13 13014
2013-06-14 13014
2013-06-14 14452
2013-06-15 15669
2013-06-17 13014
2013-06-17 15669
2013-06-18 13014
2013-06-19 13014
2013-06-19 13027
2013-06-20 13833
2013-06-21 13016
2013-06-22 13016
2013-06-22 13021
2013-06-22 13022
2013-06-22 13023
2013-06-22 13025
2013-06-24 13022
2013-06-24 13023
2013-06-24 15696
2013-06-25 13023
2013-06-25 13024
2013-06-26 13024
2013-06-26 13026
2013-06-26 13027
2013-06-27 13027
2013-06-27 13030
2013-06-27 15699
2013-06-28 15699
2013-06-28 15700
2013-07-01 15700
2013-07-02 13027
2013-07-02 15700
2013-07-02 15702
2013-07-02 15708
2013-07-03 15702
2013-07-05 15708
2013-07-05 15709
2013-07-08 15700
2013-07-08 15708
2013-07-11 15708
2013-07-19 15709
2013-07-19 15712
2013-07-23 15669
2013-07-23 15714
2013-07-23 15716
2013-07-23 15717
2013-07-24 15669
2013-07-24 15714
2013-07-25 14368
2013-07-25 14372
2013-07-25 14373
2013-07-25 14452
2013-07-25 14453
2013-07-25 15669
2013-07-25 15676
2013-07-25 15677
2013-07-25 15714
2013-07-26 13814
2013-07-26 13828
2013-07-26 13833
2013-07-26 15677
2013-07-26 15714
2013-07-27 15714
2013-07-28 14180
2013-07-28 14213
2013-07-28 14444
2013-07-28 15406
2013-07-28 15407
2013-07-28 15595
2013-07-28 15629
2013-07-28 15657
2013-07-28 15666
2013-07-28 15667
2013-07-28 15675
2013-07-28 15677
2013-07-28 15714
2013-07-29 14452
2013-07-29 15406
2013-07-29 15415
2013-07-30 15406
2013-07-30 15408
2013-07-30 15410
2013-07-30 15411
2013-07-30 15714
2013-07-31 15406
2013-07-31 15410
2013-07-31 15415
2013-07-31 15419
2013-08-01 13023
2013-08-01 15415
2013-08-01 15419
2013-08-02 13279
2013-08-02 13284
2013-08-02 14078
2013-08-02 15407
2013-08-02 15419
2013-08-03 14452
2013-08-03 15419
2013-08-04 15419
2013-08-04 15432
2013-08-05 15419
2013-08-06 14452
2013-08-06 15415
2013-08-06 15419
2013-08-07 15419
2013-08-08 15415
2013-08-08 15418
2013-08-08 15419
2013-08-08 15420
2013-08-08 15669
2013-08-09 15415
2013-08-09 15419
2013-08-09 15420
2013-08-12 14456
2013-08-12 15419
2013-08-13 15419
2013-08-14 14456
2013-08-14 15419
2013-08-14 16144
2013-08-14 16146
2013-08-14 16147
2013-08-14 16148
2013-08-15 14368
2013-08-15 14451
2013-08-15 14453
2013-08-15 14454
2013-08-15 14455
2013-08-15 14456
2013-08-15 15419
2013-08-16 14456
2013-08-16 15419
2013-08-17 14446
2013-08-19 14415
2013-08-19 14433
2013-08-19 14443
2013-08-19 14445
2013-08-19 14456
2013-08-19 14457
2013-08-19 15419
2013-08-20 14086
2013-08-20 14456
2013-08-20 14457
2013-08-20 14488
2013-08-20 15451
2013-08-21 14456
2013-08-21 14493
2013-08-21 14517
2013-08-21 15673
2013-08-21 17053
2013-08-22 14012
2013-08-22 14014
2013-08-22 14075
2013-08-22 14082
2013-08-22 14092
2013-08-22 14095
2013-08-22 14097
2013-08-22 14156
2013-08-22 14183
2013-08-22 14213
2013-08-22 14368
2013-08-22 14443
2013-08-22 14456
2013-08-22 14517
2013-08-22 15641
2013-08-23 14014
2013-08-23 14018
2013-08-23 14019
2013-08-23 14076
2013-08-23 14077
2013-08-23 14081
2013-08-23 14929
2013-08-23 14997
2013-08-23 15199
2013-08-23 15440
2013-08-23 15673
2013-08-24 15060
2013-08-25 14086
2013-08-25 15457
2013-08-25 15509
2013-08-25 15510
2013-08-26 14077
2013-08-26 14079
2013-08-26 14084
2013-08-26 14085
2013-08-26 14086
2013-08-26 15060
2013-08-26 15067
2013-08-27 14084
2013-08-27 14085
2013-08-27 14086
2013-08-27 15067
2013-08-27 15068
2013-08-27 15069
2013-08-28 13372
2013-08-28 14019
2013-08-28 14072
2013-08-28 14082
2013-08-28 14086
2013-08-28 14103
2013-08-28 14108
2013-08-28 14138
2013-08-28 14187
2013-08-28 14192
2013-08-28 15069
2013-08-28 15467
2013-08-28 15516
2013-08-29 14082
2013-08-29 14086
2013-08-29 14091
2013-08-30 14086
2013-08-30 14091
2013-08-30 15069
2013-09-03 14086
2013-09-03 14091
2013-09-03 15069
2013-09-05 14086
2013-09-05 14091
2013-09-06 14086
2013-09-06 14091
2013-09-09 13833
2013-09-09 14086
2013-09-09 14091
2013-09-09 15069
2013-09-10 13279
2013-09-10 13833
2013-09-10 13838
2013-09-10 13839
2013-09-10 14092
2013-09-10 14182
2013-09-10 14712
2013-09-10 15266
2013-09-11 13279
2013-09-11 13285
2013-09-11 14086
2013-09-11 14092
2013-09-12 13265
2013-09-12 13266
2013-09-12 13279
2013-09-12 13372
2013-09-12 13373
2013-09-12 13385
2013-09-12 14086
2013-09-13 13373
2013-09-13 13375
2013-09-13 13379
2013-09-13 13382
2013-09-13 14097
2013-09-14 13373
2013-09-16 13373
2013-09-16 13386
2013-09-17 13373
2013-09-17 13375
2013-09-17 13377
2013-09-17 13386
2013-09-17 13387
2013-09-17 13388
2013-09-17 13389
2013-09-18 13373
2013-09-18 13386
2013-09-18 13387
2013-09-18 13389
2013-09-18 13390
2013-09-18 13391
2013-09-18 13392
2013-09-18 13393
2013-09-18 13394
2013-09-18 13395
2013-09-18 13396
2013-09-19 13373
2013-09-19 13385
2013-09-19 13386
2013-09-19 13387
2013-09-19 13395
2013-09-20 13387
2013-09-20 13391
2013-09-20 13397
2013-09-21 13387
2013-09-22 14273
2013-09-23 13387
2013-09-23 13388
2013-09-23 13400
2013-09-23 13401
2013-09-23 13411
2013-09-24 13387
2013-09-24 13391
2013-09-24 13392
2013-09-24 13401
2013-09-24 13406
2013-09-24 14384
2013-09-25 14273
2013-09-25 14384
2013-09-25 14389
2013-09-27 14384
2013-09-27 14389
2013-09-27 14394
2013-09-27 14398
2013-09-27 15270
2013-09-30 14398
2013-10-01 14395
2013-10-01 14396
2013-10-01 14397
2013-10-01 14398
2013-10-01 14399
2013-10-01 14411
2013-10-01 14417
2013-10-01 14419
2013-10-01 14420
2013-10-01 14422
2013-10-01 14423
2013-10-01 14424
2013-10-01 14425
2013-10-01 14426
2013-10-01 14427
2013-10-01 14428
2013-10-01 14429
2013-10-01 14430
2013-10-01 14431
2013-10-02 14396
2013-10-02 14397
2013-10-02 14398
2013-10-02 14429
2013-10-02 14460
2013-10-02 14461
2013-10-02 14462
2013-10-03 14398
2013-10-03 14399
2013-10-03 14461
2013-10-03 14463
2013-10-04 14398
2013-10-04 14399
2013-10-04 14462
2013-10-04 14463
2013-10-04 14464
2013-10-05 14464
2013-10-07 14464
2013-10-08 11859
2013-10-08 11862
2013-10-09 14464
2013-10-11 14488
2013-10-14 14463
2013-10-14 14464
2013-10-14 14484
2013-10-14 14488
2013-10-14 14493
2013-10-14 15374
2013-10-14 15378
2013-10-15 14487
2013-10-16 14487
2013-10-16 15374
2013-10-17 14488
2013-10-18 15374
2013-10-21 15374
2013-10-22 15374
2013-10-22 15375
2013-10-23 12768
2013-10-23 12770
2013-10-23 15365
2013-10-23 15375
2013-10-24 12767
2013-10-24 12768
2013-10-24 15360
2013-10-24 15361
2013-10-24 15362
2013-10-24 15373
2013-10-24 15374
2013-10-24 15375
2013-10-24 15379
2013-10-24 15380
2013-10-25 12766
2013-10-25 15359
2013-10-25 15364
2013-10-25 15378
2013-10-25 15379
2013-10-26 15364
2013-10-26 15378
2013-10-27 15378
2013-10-28 15364
2013-10-28 15365
2013-10-28 15378
2013-10-29 15365
2013-10-30 12758
2013-10-30 12766
2013-10-30 15365
2013-10-31 12758
2013-11-02 12716
2013-11-03 12715
2013-11-04 12718
2013-11-04 12758
2013-11-05 12718
2013-11-05 12758
2013-11-06 12718
2013-11-07 12718
2013-11-07 12719
2013-11-08 12718
2013-11-08 12719
2013-11-11 12718
2013-11-12 12452
2013-11-12 12718
2013-11-13 12719
2013-11-13 12794
2013-11-14 12718
2013-11-15 12718
2013-11-15 12719
2013-11-16 12452
2013-11-16 12718
2013-11-16 12719
2013-11-16 12794
2013-11-17 12718
2013-11-17 12719
2013-11-18 12452
2013-11-18 12719
2013-11-18 12720
2013-11-18 12721
2013-11-19 12452
2013-11-19 12453
2013-11-19 12720
2013-11-19 12721
2013-11-20 12719
2013-11-21 12721
2013-11-21 12797
2013-11-22 12719
2013-11-22 12720
2013-11-22 12721
2013-11-22 12722
2013-11-23 12722
2013-11-25 12453
2013-11-25 12722
2013-11-26 12453
2013-11-26 12722
2013-11-27 12720
2013-11-30 12721
